"","word","freq"
"唱片","唱片",2
"唱响","唱响",2
"超越","超越",2
"朝","朝",2
"炒","炒",2
"车网","车网",2
"吃货","吃货",2
"出版","出版",2
"触","触",2
"传说","传说",2
"创新","创新",2
"唇膏","唇膏",2
"慈善","慈善",2
"从而","从而",2
"催","催",2
"打造","打造",2
"大部分","大部分",2
"大概","大概",2
"大型","大型",2
"呆","呆",2
"单层","单层",2
"蛋","蛋",2
"当地","当地",2
"当前","当前",2
"当然","当然",2
"当时","当时",2
"导致","导致",2
"倒","倒",2
"到期","到期",2
"得多","得多",2
"德","德",2
"德国","德国",2
"的确","的确",2
"低价","低价",2
"底","底",2
"地点","地点",2
"第一点","第一点",2
"点击","点击",2
"电","电",2
"电子","电子",2
"电子书","电子书",2
"电子邮件","电子邮件",2
"店老板","店老板",2
"丁辰","丁辰",2
"斗争","斗争",2
"杜鲁门","杜鲁门",2
"度","度",2
"端线","端线",2
"对象","对象",2
"对于","对于",2
"囤","囤",2
"多久","多久",2
"发表","发表",2
"发货","发货",2
"法","法",2
"法国","法国",2
"番","番",2
"翻新","翻新",2
"范围","范围",2
"房子","房子",2
"访问","访问",2
"非洲","非洲",2
"疯","疯",2
"服","服",2
"附近","附近",2
"敢","敢",2
"感","感",2
"感谢","感谢",2
"橄榄绿","橄榄绿",2
"哥哥","哥哥",2
"各","各",2
"各异","各异",2
"工艺","工艺",2
"公","公",2
"共同","共同",2
"估计","估计",2
"顾客","顾客",2
"观点","观点",2
"闺","闺",2
"诡","诡",2
"滚","滚",2
"国防","国防",2
"哈","哈",2
"嗨","嗨",2
"海","海",2
"喊","喊",2
"好不容易","好不容易",2
"好评","好评",2
"呵","呵",2
"合理","合理",2
"黑字","黑字",2
"华盛顿","华盛顿",2
"化妆","化妆",2
"画家","画家",2
"还要","还要",2
"缓慢","缓慢",2
"回忆","回忆",2
"混","混",2
"机器","机器",2
"基于","基于",2
"即","即",2
"极大","极大",2
"几个","几个",2
"几年","几年",2
"几天","几天",2
"计算","计算",2
"记录","记录",2
"纪录片","纪录片",2
"技巧","技巧",2
"继续","继续",2
"繫","繫",2
"佳能","佳能",2
"价钱","价钱",2
"假货","假货",2
"尖儿","尖儿",2
"艰难","艰难",2
"检测","检测",2
"检查","检查",2
"简单","简单",2
"见","见",2
"建议","建议",2
"交","交",2
"叫价","叫价",2
"接","接",2
"接到","接到",2
"节奏","节奏",2
"结果","结果",2
"姐","姐",2
"姐姐","姐姐",2
"经理","经理",2
"经历","经历",2
"精心","精心",2
"景","景",2
"竞","竞",2
"竞拍","竞拍",2
"就业","就业",2
"居然","居然",2
"据说","据说",2
"决定","决定",2
"觉","觉",2
"开发","开发",2
"开设","开设",2
"刊","刊",2
"坎大哈","坎大哈",2
"考虑","考虑",2
"科比","科比",2
"科蜜","科蜜",2
"可爱","可爱",2
"可乐","可乐",2
"可是","可是",2
"克莱亚","克莱亚",2
"坑","坑",2
"口子","口子",2
"快报","快报",2
"烂","烂",2
"廊","廊",2
"老师","老师",2
"老子","老子",2
"李成东","李成东",2
"李嵩波","李嵩波",2
"历程","历程",2
"连","连",2
"联","联",2
"两者","两者",2
"了解","了解",2
"灵","灵",2
"灵活","灵活",2
"领域","领域",2
"令","令",2
"流行","流行",2
"陆续","陆续",2
"论坛","论坛",2
"洛杉矶","洛杉矶",2
"麻烦","麻烦",2
"嘛","嘛",2
"买不起","买不起",2
"买方","买方",2
"满意","满意",2
"盲目","盲目",2
"每年","每年",2
"每天","每天",2
"美丽","美丽",2
"门户","门户",2
"猛","猛",2
"蜜","蜜",2
"免","免",2
"描述","描述",2
"摸","摸",2
"某类","某类",2
"目下","目下",2
"那时","那时",2
"挠","挠",2
"脑","脑",2
"嗯","嗯",2
"年度","年度",2
"年龄","年龄",2
"娘","娘",2
"妞","妞",2
"牛","牛",2
"努力","努力",2
"呕吐","呕吐",2
"排他","排他",2
"牌照","牌照",2
"旁边","旁边",2
"跑","跑",2
"碰到","碰到",2
"票","票",2
"破","破",2
"铺","铺",2
"曝","曝",2
"七号","七号",2
"齐","齐",2
"岂敢","岂敢",2
"起名","起名",2
"签","签",2
"前景","前景",2
"强大","强大",2
"亲","亲",2
"清","清",2
"清洁","清洁",2
"球员","球员",2
"全部","全部",2
"全球化","全球化",2
"全员","全员",2
"却是","却是",2
"确认","确认",2
"人员","人员",2
"认同","认同",2
"容","容",2
"融合","融合",2
"肉","肉",2
"入门","入门",2
"瑞士","瑞士",2
"骚","骚",2
"扫","扫",2
"傻瓜","傻瓜",2
"上升","上升",2
"上网","上网",2
"尚","尚",2
"少数","少数",2
"社交","社交",2
"身","身",2
"生活","生活",2
"声","声",2
"省钱","省钱",2
"失手","失手",2
"狮","狮",2
"什","什",2
"时","时",2
"时期","时期",2
"是因为","是因为",2
"收购","收购",2
"收款","收款",2
"收银台","收银台",2
"手工","手工",2
"手头紧","手头紧",2
"手写","手写",2
"手续费","手续费",2
"授权","授权",2
"叔叔","叔叔",2
"摔","摔",2
"瞬间","瞬间",2
"说说","说说",2
"思维","思维",2
"撕开","撕开",2
"死命","死命",2
"四","四",2
"似乎","似乎",2
"送","送",2
"随身","随身",2
"随时","随时",2
"锁","锁",2
"提出","提出",2
"提高","提高",2
"添加","添加",2
"条码","条码",2
"童鞋","童鞋",2
"土豆","土豆",2
"推广","推广",2
"推荐","推荐",2
"退出","退出",2
"退货","退货",2
"乇","乇",2
"妥","妥",2
"哇","哇",2
"外国","外国",2
"外贸","外贸",2
"完美","完美",2
"晚上","晚上",2
"王建硕","王建硕",2
"网友","网友",2
"忘记","忘记",2
"围观","围观",2
"伟大","伟大",2
"卫生","卫生",2
"喂","喂",2
"闻","闻",2
"我等","我等",2
"无法","无法",2
"物流","物流",2
"膝盖","膝盖",2
"系列","系列",2
"下跌","下跌",2
"下滑","下滑",2
"先","先",2
"先前","先前",2
"现任","现任",2
"现有","现有",2
"线下","线下",2
"相信","相信",2
"香港","香港",2
"翔","翔",2
"想想","想想",2
"项目","项目",2
"像是","像是",2
"销","销",2
"效果","效果",2
"鞋子","鞋子",2
"心","心",2
"信号","信号",2
"行","行",2
"行情","行情",2
"需","需",2
"恤","恤",2
"雪","雪",2
"雪梨","雪梨",2
"迅速","迅速",2
"研","研",2
"眼","眼",2
"痒","痒",2
"邀请","邀请",2
"夜光","夜光",2
"一2012年","一2012年",2
"一个一个","一个一个",2
"一间","一间",2
"一双","一双",2
"一头","一头",2
"一箱","一箱",2
"一些","一些",2
"一只","一只",2
"移民","移民",2
"以下","以下",2
"意大利","意大利",2
"印象","印象",2
"营销","营销",2
"影响","影响",2
"游戏机","游戏机",2
"友好","友好",2
"有些","有些",2
"余额","余额",2
"语音","语音",2
"浴巾","浴巾",2
"预测","预测",2
"预算","预算",2
"元","元",2
"圆形","圆形",2
"愿","愿",2
"约会","约会",2
"阅读器","阅读器",2
"允许","允许",2
"运送","运送",2
"再次","再次",2
"咱们","咱们",2
"赞","赞",2
"怎","怎",2
"展现","展现",2
"战略","战略",2
"站点","站点",2
"章子","章子",2
"丈母娘","丈母娘",2
"这边","这边",2
"这儿","这儿",2
"这位","这位",2
"真的","真的",2
"真心","真心",2
"阵容","阵容",2
"整合","整合",2
"只要","只要",2
"只用","只用",2
"至少","至少",2
"致力","致力",2
"中关村","中关村",2
"中旬","中旬",2
"中止","中止",2
"钟爱","钟爱",2
"周边","周边",2
"周四","周四",2
"主","主",2
"属于","属于",2
"煮饭","煮饭",2
"专卖店","专卖店",2
"专业","专业",2
"转","转",2
"转战","转战",2
"赚钱","赚钱",2
"追溯","追溯",2
"准确","准确",2
"自从","自从",2
"自用","自用",2
"自制","自制",2
"综合","综合",2
"总","总",2
"总监","总监",2
"走访","走访",2
"尊重","尊重",2
"做法","做法",2
"0.28%","0.28%",1
"0.5%","0.5%",1
"0.6%","0.6%",1
"04","04",1
"04年","04年",1
"05刀","05刀",1
"08","08",1
"1%","1%",1
"1.8","1.8",1
"10%左右","10%左右",1
"10.31%","10.31%",1
"100","100",1
"1000","1000",1
"1000万","1000万",1
"101","101",1
"102","102",1
"1025","1025",1
"103","103",1
"1033家","1033家",1
"104","104",1
"105","105",1
"106","106",1
"106.48美元","106.48美元",1
"107","107",1
"108","108",1
"109","109",1
"10年","10年",1
"10日","10日",1
"10岁","10岁",1
"10天","10天",1
"10万日元","10万日元",1
"111","111",1
"112","112",1
"113","113",1
"114","114",1
"115","115",1
"116","116",1
"117","117",1
"118","118",1
"11月","11月",1
"1200万","1200万",1
"121","121",1
"122","122",1
"123","123",1
"124","124",1
"125","125",1
"126","126",1
"127","127",1
"12722个","12722个",1
"1277.50美元","1277.50美元",1
"128","128",1
"129","129",1
"12月","12月",1
"13.3","13.3",1
"130","130",1
"1300","1300",1
"131","131",1
"132","132",1
"133","133",1
"134","134",1
"135","135",1
"136","136",1
"137","137",1
"138","138",1
"139","139",1
"14","14",1
"14%","14%",1
"141","141",1
"142","142",1
"143","143",1
"144","144",1
"145","145",1
"146","146",1
"147","147",1
"148","148",1
"149","149",1
"1499","1499",1
"150","150",1
"151","151",1
"152","152",1
"152785","152785",1
"153","153",1
"154","154",1
"1549","1549",1
"155","155",1
"156","156",1
"157","157",1
"158","158",1
"159","159",1
"15款","15款",1
"16","16",1
"160","160",1
"161","161",1
"162","162",1
"163","163",1
"164","164",1
"165","165",1
"166","166",1
"167","167",1
"168","168",1
"169","169",1
"169.99","169.99",1
"17","17",1
"170","170",1
"171","171",1
"172","172",1
"173","173",1
"174","174",1
"175","175",1
"176","176",1
"177","177",1
"178","178",1
"17日","17日",1
"18%","18%",1
"181","181",1
"182","182",1
"183","183",1
"184","184",1
"185","185",1
"186","186",1
"187","187",1
"188","188",1
"189","189",1
"19","19",1
"190","190",1
"191","191",1
"192","192",1
"193","193",1
"194","194",1
"195","195",1
"196","196",1
"197","197",1
"1972年","1972年",1
"198","198",1
"1985","1985",1
"1号","1号",1
"1件","1件",1
"2.5","2.5",1
"2.5亿美元","2.5亿美元",1
"2000年","2000年",1
"2002","2002",1
"2003","2003",1
"2007年","2007年",1
"2009年","2009年",1
"200刀","200刀",1
"200多","200多",1
"200亿美元","200亿美元",1
"201","201",1
"2010","2010",1
"2011年","2011年",1
"2013","2013",1
"2013.8.8","2013.8.8",1
"2013年","2013年",1
"202","202",1
"2022","2022",1
"203","203",1
"204","204",1
"205","205",1
"206","206",1
"207","207",1
"208","208",1
"209","209",1
"20多次","20多次",1
"20个","20个",1
"20美金","20美金",1
"20日","20日",1
"20亿笔","20亿笔",1
"210","210",1
"211","211",1
"212","212",1
"213","213",1
"214","214",1
"215","215",1
"216","216",1
"217","217",1
"218","218",1
"219","219",1
"22","22",1
"220","220",1
"221","221",1
"222","222",1
"223","223",1
"224","224",1
"225","225",1
"226","226",1
"227","227",1
"228","228",1
"229","229",1
"230","230",1
"231","231",1
"232","232",1
"233","233",1
"234","234",1
"235","235",1
"236","236",1
"237","237",1
"238","238",1
"239","239",1
"23款","23款",1
"240","240",1
"241","241",1
"242","242",1
"243","243",1
"244","244",1
"245","245",1
"246","246",1
"247","247",1
"248","248",1
"24元","24元",1
"25","25",1
"25%","25%",1
"250美金","250美金",1
"251","251",1
"252","252",1
"253","253",1
"254","254",1
"255","255",1
"256","256",1
"257","257",1
"258","258",1
"259","259",1
"25刀","25刀",1
"26","26",1
"260","260",1
"261","261",1
"262","262",1
"263","263",1
"264","264",1
"265","265",1
"267","267",1
"268","268",1
"269","269",1
"26日","26日",1
"27%","27%",1
"270","270",1
"271","271",1
"272","272",1
"273","273",1
"274","274",1
"275","275",1
"276","276",1
"2776","2776",1
"2777","2777",1
"2778","2778",1
"2779","2779",1
"278","278",1
"279","279",1
"28","28",1
"28.75英镑","28.75英镑",1
"280","280",1
"281","281",1
"282","282",1
"283","283",1
"284","284",1
"285","285",1
"286","286",1
"287","287",1
"288","288",1
"289","289",1
"29","29",1
"29%","29%",1
"290","290",1
"291","291",1
"292","292",1
"293","293",1
"294","294",1
"295","295",1
"296","296",1
"297","297",1
"298","298",1
"299","299",1
"2款","2款",1
"2年","2年",1
"3%","3%",1
"3.05刀","3.05刀",1
"300","300",1
"30000","30000",1
"302","302",1
"303","303",1
"304","304",1
"305","305",1
"306","306",1
"307","307",1
"308","308",1
"309","309",1
"30分","30分",1
"30天","30天",1
"31","31",1
"310","310",1
"311","311",1
"312","312",1
"313","313",1
"314","314",1
"315","315",1
"316","316",1
"317","317",1
"318","318",1
"319","319",1
"31岁","31岁",1
"320","320",1
"321","321",1
"322","322",1
"323","323",1
"324","324",1
"325","325",1
"326","326",1
"327","327",1
"328","328",1
"329","329",1
"33","33",1
"330","330",1
"331","331",1
"332","332",1
"333","333",1
"334","334",1
"335","335",1
"336","336",1
"337","337",1
"338","338",1
"339","339",1
"34","34",1
"340","340",1
"341","341",1
"342","342",1
"343","343",1
"344","344",1
"345","345",1
"346","346",1
"347","347",1
"348","348",1
"349","349",1
"35","35",1
"351","351",1
"352","352",1
"353","353",1
"354","354",1
"355","355",1
"356","356",1
"357","357",1
"358","358",1
"359","359",1
"36","36",1
"360度","360度",1
"361","361",1
"362","362",1
"363","363",1
"364","364",1
"365","365",1
"366","366",1
"367","367",1
"368","368",1
"369","369",1
"37","37",1
"370","370",1
"371","371",1
"372","372",1
"373","373",1
"374","374",1
"375","375",1
"376","376",1
"377","377",1
"378","378",1
"379","379",1
"38.77亿美元","38.77亿美元",1
"380","380",1
"381","381",1
"382","382",1
"383","383",1
"384","384",1
"385","385",1
"386","386",1
"387","387",1
"388","388",1
"389","389",1
"39","39",1
"390","390",1
"391","391",1
"392","392",1
"393","393",1
"394","394",1
"395","395",1
"396","396",1
"397","397",1
"3层","3层",1
"3个","3个",1
"3美元","3美元",1
"3万美元","3万美元",1
"3位","3位",1
"40","40",1
"400","400",1
"41","41",1
"42","42",1
"43","43",1
"44","44",1
"447570683","447570683",1
"45","45",1
"46","46",1
"47","47",1
"48","48",1
"49","49",1
"4个","4个",1
"5.96%","5.96%",1
"5000出","5000出",1
"50刀","50刀",1
"51","51",1
"52","52",1
"53","53",1
"53.96美元","53.96美元",1
"530","530",1
"53亿次","53亿次",1
"54","54",1
"55套","55套",1
"56","56",1
"57","57",1
"58","58",1
"59","59",1
"5美元","5美元",1
"5日","5日",1
"5亿","5亿",1
"6.40亿美元","6.40亿美元",1
"6.92亿美元","6.92亿美元",1
"60块","60块",1
"61","61",1
"62","62",1
"626971","626971",1
"63","63",1
"64","64",1
"650","650",1
"66","66",1
"67","67",1
"68","68",1
"69","69",1
"6刀","6刀",1
"6号","6号",1
"6款","6款",1
"700","700",1
"71","71",1
"72","72",1
"73","73",1
"74","74",1
"75","75",1
"750","750",1
"76","76",1
"77","77",1
"777","777",1
"78","78",1
"79","79",1
"8.5","8.5",1
"80","80",1
"800","800",1
"800刀","800刀",1
"800亿美金","800亿美金",1
"80个","80个",1
"81","81",1
"82","82",1
"84","84",1
"85","85",1
"86","86",1
"87","87",1
"88","88",1
"89","89",1
"8点","8点",1
"8年","8年",1
"8日","8日",1
"8台","8台",1
"9%","9%",1
"9.5英寸","9.5英寸",1
"900刀","900刀",1
"90刀","90刀",1
"90天","90天",1
"91","91",1
"91英镑","91英镑",1
"92","92",1
"929.99","929.99",1
"94","94",1
"95","95",1
"96","96",1
"97","97",1
"97年","97年",1
"98","98",1
"980","980",1
"99%","99%",1
"99年","99年",1
"abholung","abholung",1
"accommodation","accommodation",1
"adpersonin","adpersonin",1
"ae","ae",1
"akimuu","akimuu",1
"alex","alex",1
"all","all",1
"always","always",1
"am","am",1
"amber","amber",1
"amiami","amiami",1
"angela","angela",1
"any","any",1
"anytime","anytime",1
"anyway","anyway",1
"anywhere","anywhere",1
"are","are",1
"armory","armory",1
"around","around",1
"ashley","ashley",1
"assa","assa",1
"asus","asus",1
"auction","auction",1
"award","award",1
"bag","bag",1
"barrau","barrau",1
"barzahlen","barzahlen",1
"bbbryan","bbbryan",1
"bbs","bbs",1
"bcbgmaxazria","bcbgmaxazria",1
"bei","bei",1
"best","best",1
"boots","boots",1
"breaking","breaking",1
"bridge","bridge",1
"bringnova","bringnova",1
"broadway","broadway",1
"bug","bug",1
"buyers","buyers",1
"canon","canon",1
"card","card",1
"carmenluo","carmenluo",1
"cases","cases",1
"category","category",1
"ceremony","ceremony",1
"cj","cj",1
"clean","clean",1
"cleans","cleans",1
"clothes","clothes",1
"cloths","cloths",1
"clyde","clyde",1
"comes","comes",1
"compared","compared",1
"connor","connor",1
"contact","contact",1
"cook","cook",1
"cooks","cooks",1
"cs","cs",1
"csc","csc",1
"cto","cto",1
"cv","cv",1
"day","day",1
"days","days",1
"dced","dced",1
"del","del",1
"deliveries","deliveries",1
"delivery","delivery",1
"desktop","desktop",1
"dianshangplus","dianshangplus",1
"diy","diy",1
"dog","dog",1
"dorsey","dorsey",1
"douglas","douglas",1
"dp","dp",1
"dress","dress",1
"drive","drive",1
"e","e",1
"early","early",1
"edisonqi","edisonqi",1
"ei","ei",1
"elon","elon",1
"elph","elph",1
"emma","emma",1
"enjoyz","enjoyz",1
"expands","expands",1
"expensive","expensive",1
"fancy","fancy",1
"feedback","feedback",1
"few","few",1
"fire","fire",1
"foamposite","foamposite",1
"foot","foot",1
"force","force",1
"fou","fou",1
"fr","fr",1
"from","from",1
"fry","fry",1
"ftf","ftf",1
"fucking","fucking",1
"gangsta","gangsta",1
"gb","gb",1
"gift","gift",1
"goya","goya",1
"growl","growl",1
"gsurface","gsurface",1
"h","h",1
"hands","hands",1
"has","has",1
"have","have",1
"here","here",1
"hey","hey",1
"hi","hi",1
"high","high",1
"him","him",1
"hot","hot",1
"hs","hs",1
"huarache","huarache",1
"huaruache","huaruache",1
"hudson","hudson",1
"ian","ian",1
"icq","icq",1
"ida","ida",1
"inch","inch",1
"intel","intel",1
"interface","interface",1
"internship","internship",1
"ipod","ipod",1
"itc","itc",1
"items","items",1
"jack","jack",1
"jap","jap",1
"java","java",1
"jb","jb",1
"jcb","jcb",1
"jeans","jeans",1
"jereson","jereson",1
"jessica","jessica",1
"jk","jk",1
"jp","jp",1
"just","just",1
"kate","kate",1
"kc","kc",1
"kd","kd",1
"ken","ken",1
"kevin","kevin",1
"kevinmadidi","kevinmadidi",1
"kheer","kheer",1
"kmart","kmart",1
"kobe","kobe",1
"kon","kon",1
"l","l",1
"laptop","laptop",1
"last","last",1
"limits","limits",1
"linkedin","linkedin",1
"lkb","lkb",1
"lms","lms",1
"location","location",1
"logo","logo",1
"loki","loki",1
"long","long",1
"low","low",1
"luckynighttheryan","luckynighttheryan",1
"m","m",1
"mad","mad",1
"made","made",1
"magic","magic",1
"many","many",1
"manzoku","manzoku",1
"mao","mao",1
"mars","mars",1
"mayo","mayo",1
"mcafee","mcafee",1
"mccomb","mccomb",1
"me","me",1
"meals","meals",1
"medium","medium",1
"mengmeng","mengmeng",1
"message","message",1
"mibile","mibile",1
"michele","michele",1
"microsystems","microsystems",1
"mlgb","mlgb",1
"mobile","mobile",1
"money","money",1
"much","much",1
"must","must",1
"mysapce","mysapce",1
"nba","nba",1
"net","net",1
"nexus","nexus",1
"nigeria","nigeria",1
"nightaria","nightaria",1
"nk","nk",1
"nnd","nnd",1
"nothing","nothing",1
"nowadays","nowadays",1
"nvca","nvca",1
"nyse","nyse",1
"nz","nz",1
"oh","oh",1
"oicq","oicq",1
"olive","olive",1
"oluw","oluw",1
"one","one",1
"orange","orange",1
"orz","orz",1
"otz","otz",1
"ozel","ozel",1
"p","p",1
"pb","pb",1
"pe","pe",1
"penny","penny",1
"pet","pet",1
"pfizer","pfizer",1
"pool","pool",1
"porter","porter",1
"portrait","portrait",1
"postage","postage",1
"price","price",1
"priceline","priceline",1
"prm","prm",1
"pro","pro",1
"project","project",1
"provide","provide",1
"provision","provision",1
"purchaser","purchaser",1
"qcxm","qcxm",1
"rard","rard",1
"raspberrymonster","raspberrymonster",1
"red","red",1
"resist","resist",1
"retro","retro",1
"review","review",1
"river","river",1
"safari","safari",1
"saimjj","saimjj",1
"sale","sale",1
"sample","sample",1
"samsung","samsung",1
"sanofi","sanofi",1
"sara","sara",1
"say","say",1
"sellers","sellers",1
"sequoia","sequoia",1
"series","series",1
"service","service",1
"sf","sf",1
"she","she",1
"sherry","sherry",1
"shirt","shirt",1
"shopping","shopping",1
"shorts","shorts",1
"si","si",1
"single","single",1
"slate","slate",1
"snape","snape",1
"snipe","snipe",1
"snipers","snipers",1
"sogego","sogego",1
"solarcity","solarcity",1
"sold","sold",1
"spade","spade",1
"square","square",1
"ss","ss",1
"stine","stine",1
"stoneham","stoneham",1
"store","store",1
"story","story",1
"sun","sun",1
"supplies","supplies",1
"suri","suri",1
"swatcy","swatcy",1
"sydney","sydney",1
"system","system",1
"tablet","tablet",1
"tb","tb",1
"team","team",1
"thank","thank",1
"thenextweb","thenextweb",1
"this","this",1
"ticq","ticq",1
"top","top",1
"topshop","topshop",1
"transaktion","transaktion",1
"udxl","udxl",1
"ui","ui",1
"unfriendly","unfriendly",1
"unwins","unwins",1
"up","up",1
"url","url",1
"usa","usa",1
"usdj","usdj",1
"user","user",1
"uszane","uszane",1
"vd","vd",1
"vera","vera",1
"vintage","vintage",1
"vivianyuan","vivianyuan",1
"w","w",1
"wash","wash",1
"washes","washes",1
"webplus","webplus",1
"wechat","wechat",1
"week","week",1
"what's","what's",1
"white","white",1
"why","why",1
"wife","wife",1
"wil","wil",1
"will","will",1
"william","william",1
"window","window",1
"wish","wish",1
"woud","woud",1
"wtf","wtf",1
"xiv","xiv",1
"xl","xl",1
"xoxo","xoxo",1
"y","y",1
"yangyoung","yangyoung",1
"yinghe","yinghe",1
"your","your",1
"yvonne","yvonne",1
"zedong","zedong",1
"zhemecn","zhemecn",1
"zqak","zqak",1
"zqawscq","zqawscq",1
"zqg","zqg",1
"zqgmxyi","zqgmxyi",1
"zqj","zqj",1
"zqjcgwr","zqjcgwr",1
"zqjkjre","zqjkjre",1
"zqjpgbs","zqjpgbs",1
"zqjvafu","zqjvafu",1
"zqjygqx","zqjygqx",1
"zqjz","zqjz",1
"zql","zql",1
"zqlikfv","zqlikfv",1
"zqljafn","zqljafn",1
"zqlwa","zqlwa",1
"zqlzj","zqlzj",1
"zqlzny","zqlzny",1
"zqnaaoh","zqnaaoh",1
"zqocf","zqocf",1
"zqod","zqod",1
"zqoepnk","zqoepnk",1
"zqojqna","zqojqna",1
"zqop","zqop",1
"zqouqrh","zqouqrh",1
"zqoy","zqoy",1
"zqpwxth","zqpwxth",1
"zqwaclh","zqwaclh",1
"zqwbmud","zqwbmud",1
"zqwd","zqwd",1
"zqwjxih","zqwjxih",1
"zqwkupi","zqwkupi",1
"zqwna","zqwna",1
"zqwq","zqwq",1
"zqwumsz","zqwumsz",1
"zqwv","zqwv",1
"zqwxufs","zqwxufs",1
"zwzr","zwzr",1
"zyj","zyj",1
"阿","阿",1
"啊哈哈","啊哈哈",1
"哎","哎",1
"艾滋病","艾滋病",1
"爱好者","爱好者",1
"安","安",1
"按摩","按摩",1
"案子","案子",1
"凹","凹",1
"澳门","澳门",1
"八十年代","八十年代",1
"八周","八周",1
"巴马","巴马",1
"巴西","巴西",1
"把握","把握",1
"白痴","白痴",1
"白色","白色",1
"白衣","白衣",1
"搬运工","搬运工",1
"帮忙","帮忙",1
"包顺丰","包顺丰",1
"宝典","宝典",1
"保","保",1
"保持","保持",1
"保罗","保罗",1
"保障","保障",1
"报社","报社",1
"抱抱","抱抱",1
"暴力","暴力",1
"暴利","暴利",1
"爆炸","爆炸",1
"悲","悲",1
"北","北",1
"北加州","北加州",1
"贝佐斯","贝佐斯",1
"贝佐斯来","贝佐斯来",1
"背","背",1
"背带","背带",1
"背诵","背诵",1
"被迫","被迫",1
"辈","辈",1
"奔命","奔命",1
"奔头","奔头",1
"本人","本人",1
"本土","本土",1
"比差","比差",1
"比例","比例",1
"比如","比如",1
"毙","毙",1
"边界","边界",1
"边缘","边缘",1
"编","编",1
"编年","编年",1
"编造","编造",1
"贬值","贬值",1
"便利","便利",1
"变成","变成",1
"遍地开花","遍地开花",1
"彪悍","彪悍",1
"标","标",1
"表","表",1
"表述","表述",1
"别人","别人",1
"别说","别说",1
"病","病",1
"剥离","剥离",1
"伯南克","伯南克",1
"驳回","驳回",1
"博客","博客",1
"博物馆","博物馆",1
"不得不","不得不",1
"不等","不等",1
"不够","不够",1
"不好","不好",1
"不和","不和",1
"不可救药","不可救药",1
"不可思议","不可思议",1
"不买账","不买账",1
"不少","不少",1
"不爽","不爽",1
"不下","不下",1
"不行","不行",1
"不已","不已",1
"不以为然","不以为然",1
"不由得","不由得",1
"不准","不准",1
"部","部",1
"部长","部长",1
"嚓","嚓",1
"擦","擦",1
"材","材",1
"财经","财经",1
"财年","财年",1
"彩虹","彩虹",1
"参与","参与",1
"苍蝇","苍蝇",1
"藏品","藏品",1
"操作","操作",1
"槽","槽",1
"艹","艹",1
"草","草",1
"策略","策略",1
"层面","层面",1
"差异","差异",1
"缠","缠",1
"产生","产生",1
"长期","长期",1
"长三角","长三角",1
"常","常",1
"常常","常常",1
"畅谈","畅谈",1
"超大","超大",1
"车型","车型",1
"车载","车载",1
"撤","撤",1
"陈","陈",1
"陈甘","陈甘",1
"陈烁","陈烁",1
"成本","成本",1
"成长","成长",1
"成交","成交",1
"呈现","呈现",1
"诚心","诚心",1
"诚信","诚信",1
"城市","城市",1
"程","程",1
"程度","程度",1
"吃饭","吃饭",1
"吃喝玩乐","吃喝玩乐",1
"迟迟","迟迟",1
"迟钝","迟钝",1
"持","持",1
"赤","赤",1
"充其量","充其量",1
"充值","充值",1
"出过","出过",1
"出海","出海",1
"出口","出口",1
"出卖","出卖",1
"出人意料","出人意料",1
"出任","出任",1
"出土","出土",1
"出资","出资",1
"初","初",1
"初晓敏","初晓敏",1
"除","除",1
"除了","除了",1
"处理价","处理价",1
"触摸","触摸",1
"揣","揣",1
"传承","传承",1
"传奇","传奇",1
"吹","吹",1
"纯白","纯白",1
"词","词",1
"此处","此处",1
"此人","此人",1
"此时","此时",1
"次奥","次奥",1
"次日","次日",1
"从此","从此",1
"凑","凑",1
"粗","粗",1
"促进","促进",1
"村","村",1
"存","存",1
"存储","存储",1
"存活","存活",1
"搭桥","搭桥",1
"达尔莫斯-","达尔莫斯-",1
"答","答",1
"打败","打败",1
"打折扣","打折扣",1
"大宝","大宝",1
"大布","大布",1
"大胆","大胆",1
"大地","大地",1
"大风","大风",1
"大幅","大幅",1
"大干","大干",1
"大哥","大哥",1
"大会","大会",1
"大量","大量",1
"大路货","大路货",1
"大批量","大批量",1
"大千世界","大千世界",1
"大赛","大赛",1
"大势所趋","大势所趋",1
"大图","大图",1
"大熊","大熊",1
"大于","大于",1
"大中小型","大中小型",1
"大作","大作",1
"代表","代表",1
"代付","代付",1
"带劲","带劲",1
"待客","待客",1
"单纯","单纯",1
"蛋卷","蛋卷",1
"导航","导航",1
"到处","到处",1
"盗","盗",1
"盗版","盗版",1
"道","道",1
"道听途说","道听途说",1
"灯箱","灯箱",1
"登录","登录",1
"等同于","等同于",1
"滴","滴",1
"迪奥","迪奥",1
"地步","地步",1
"地理","地理",1
"地图","地图",1
"地位","地位",1
"第","第",1
"第3方","第3方",1
"第二台","第二台",1
"第二张","第二张",1
"第一次","第一次",1
"第一份","第一份",1
"第一张","第一张",1
"点击率","点击率",1
"点评","点评",1
"点缀","点缀",1
"点子","点子",1
"电池","电池",1
"电动车","电动车",1
"电话","电话",1
"电视","电视",1
"电子版","电子版",1
"店面","店面",1
"奠定","奠定",1
"调整","调整",1
"爹","爹",1
"丁","丁",1
"顶","顶",1
"顶住","顶住",1
"鼎","鼎",1
"订阅","订阅",1
"定时","定时",1
"定位","定位",1
"丢","丢",1
"东方","东方",1
"东方网","东方网",1
